,UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C18BASIC,C18IPUG,C18IPGRD,C18UGPRF,C18ENPRF,C18SZSET,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG,EFBAGE,LINE,LSTUDY,EFAGE01,EFAGE02,EFAGE03,EFAGE04,EFAGE05,EFAGE06,EFAGE07,EFAGE08,EFAGE09
954,173665,Hamline University, ,1536 Hewitt Avenue,Saint Paul,MN,55104-1284,27,4,Fayneese Miller,President,6515232800,410693960,78694155,235400,1,www.hamline.edu/,www.hamline.edu/general-admission/,www.hamline.edu/financial-aid/,www.hamline.edu/undergraduate/admission/apply,www.hamline.edu/undergraduate/admission/net-price-calculator.html, , ,https://www.hamline.edu/offices/disability-resources/,2,1,2,9,1,1,12,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,18,10,18,12,4,10,18,18,21,2,2,2,-2,-2,33460,1,378,-2,27123,Ramsey County,2704,-93.164479,44.966246,113,1,1,412,1,685,1213,353,862,1898,1215,1038,2075,3113
955,173683,Hazelden Betty Ford Graduate School of Addiction Studies, ,15251 Pleasant Valley Rd,Center City,MN,55012-0011,27,4,Mark Mishek,President and CEO,8.88258E+13,410682405,71340467,4044300,1,www.hazeldenbettyford.edu/,www.hazeldenbettyford.edu/,www.hazeldenbettyford.edu/,www.hazeldenbettyford.edu/, , , ,www.hazeldenbettyford.edu/,2,1,2,7,2,1,20,1,2,2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,1,26,0,3,0,7,18,26,26,-2,2,1,1,Hazelden Foundation Board of Governors                                          ,200630,33460,1,378,-2,27025,Chisago County,2708,-92.805285,45.375319,157,1,1,412,1,35,76,17,46,111,63,52,122,174
956,173902,Macalester College, ,1600 Grand Ave,Saint Paul,MN,55105-1899,27,4,Suzanne M. Rivera,President,6516966000,410693962,77626778,235800,1,www.macalester.edu/,www.macalester.edu/admissions/,www.macalester.edu/financialaid/,www.macalester.edu/admissions/apply/,www.macalester.edu/financialaid/estimate/, , ,www.macalester.edu/studentaffairs/disabilityservices/,2,1,2,5,1,2,30,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,21,6,0,14,2,11,21,21,31,2,2,2,-2,-2,33460,1,378,-2,27123,Ramsey County,2704,-93.168053,44.938565,130,1,1,412,1,830,1182,13,24,2012,37,843,1206,2049
957,174066,University of Minnesota-Twin Cities, ,100 Church Street SE,Minneapolis,MN,55455-0213,27,4,Joan T.A. Gabel,President,6126255000,416007513,555917996,396900,1,https://twin-cities.umn.edu/,https://admissions.tc.umn.edu/,https://onestop.umn.edu/finances/receiving-financial-aid,https://admissions.tc.umn.edu/apply/index.html,https://admissions.tc.umn.edu/costsaid/calculator.html,https://onestop.umn.edu/veterans,https://oir.umn.edu/student/student-right-know-act,https://disability.umn.edu/,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,15,14,14,15,5,15,15,15,15,1,5,1,University of Minnesota                                                         ,127020,33460,1,378,-2,27053,Hennepin County,2705,-93.235464,44.972851,93,1,1,412,1,17384,21014,6216,7403,38398,13619,23600,28417,52017
958,174075,University of Minnesota-Crookston, ,2900 University Ave,Crookston,MN,56716-5001,27,4,Mary Holz-Clause,Chancellor,8008626466,416007513,555917996,406900,1,https://www.crk.umn.edu/,https://www.crk.umn.edu/units/admissions,https://www.crk.umn.edu/units/office-financial-aid-and-scholarships,https://www.crk.umn.edu/units/apply,https://npc.collegeboard.org/app/dumn,https://onestop.crk.umn.edu/veterans,https://oir.umn.edu/student/student-right-know-act,https://www.crk.umn.edu/units/disability-resource-center,1,1,1,5,1,2,30,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,22,18,0,9,2,10,22,22,32,2,2,1,University of Minnesota                                                         ,127020,24220,1,-2,-2,27119,Polk County,2707,-96.606188,47.802536,136,1,1,412,1,493,635,582,820,1128,1402,1075,1455,2530
959,174127,Minneapolis College of Art and Design,MCAD,2501 Stevens Ave,Minneapolis,MN,55404,27,4,Sanjit Sethi,President,6128743737,411607453,171665052,236500,1,mcad.edu/,mcad.edu/admissions,mcad.edu/financial-aid,mcad.edu/apply,mcad.edu/tuition-calculator, , ,mcad.edu/about-us/policies/disability-services,2,1,2,7,1,1,20,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,30,16,5,13,3,7,30,30,56,2,1,2,-2,-2,33460,1,378,-2,27053,Hennepin County,2705,-93.274705,44.956988,170,1,1,412,1,201,466,25,68,667,93,226,534,760
960,174190,Minnesota School of Cosmetology-Woodbury Campus, ,1750 WEIR DRIVE,WOODBURY,MN,55125,27,4,Jeanne Herrmann,Chief Executive Officer,6514324635,383687415,138388371,2238100,1,https://www.msccollege.edu/,https://www.msccollege.edu/admissions/,https://www.msccollege.edu/financial-aid/,https://www.msccollege.edu/apply-now/,https://www.msccollege.edu/net-price-calculator/, ,https://www.msccollege.edu/consumer-information/,https://www.msccollege.edu/portals/3/catalogs/msc.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Minnesota School of Cosmetology Inc.                                            ,303250,33460,1,378,-2,27163,Washington County,2704,-92.973998,44.924692,27,2,1,412,1,5,89,6,49,94,55,11,138,149
961,174233,University of Minnesota-Duluth, ,515 Darland Administration Bldg,Duluth,MN,55812,27,4,Lendley Black,Chancellor,2187268000,416007513,71508873,238800,1,https://www.d.umn.edu/,https://admissions.d.umn.edu/undergraduate-admissions,https://onestop.d.umn.edu/finances/receiving-financial-aid,https://admissions.d.umn.edu/undergraduate-admissions/apply,https://npc.collegeboard.org/app/dumn,https://onestop.d.umn.edu/veterans,https://oir.umn.edu/student/student-right-know-act,https://www.d.umn.edu/disability-resources,1,1,1,9,1,1,13,1,2,2,1,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,19,13,4,14,3,16,18,19,21,2,4,1,University of Minnesota                                                         ,127020,20260,1,-2,-2,27137,St. Louis County,2708,-92.084385,46.817126,117,1,1,412,1,4279,4287,895,814,8566,1709,5174,5101,10275
962,174251,University of Minnesota-Morris, ,309 Behmler Hall,Morris,MN,56267,27,4,Michelle Behr,Chancellor,3205896035,416007513,71501969,238900,1,https://morris.umn.edu/,https://morris.umn.edu/admissions-aid,https://onestop.morris.umn.edu/finances,https://www.uminnesotamorris.org/application/splitter.htm?isndsl,https://npc.collegeboard.org/app/dumn?iframe=true,https://onestop.morris.umn.edu/veterans,https://oir.umn.edu/student/student-right-know-act,https://academics.morris.umn.edu/office-academic-success/disability-resource-center,1,1,1,5,1,2,30,1,2,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,21,9,0,15,2,11,21,21,31,2,2,1,University of Minnesota                                                         ,127020,-2,-2,-2,-2,27149,Stevens County,2707,-95.899729,45.589775,128,1,1,412,1,485,725,57,72,1210,129,542,797,1339
963,174491,University of Northwestern-St Paul,University of Northwestern (MN) | Northwestern,3003 Snelling Ave N,Saint Paul,MN,55113-1598,27,4,Alan S. Cureton,President,6516315100,410711610,71782403,237100,1,https://www.unwsp.edu/,https://undergraduate.unwsp.edu/,https://unwsp.edu/admissions/financial-aid,https://undergraduate.unwsp.edu/admissions/apply,https://unwsp.edu/admissions/financial-aid/undergraduate-net-price-calculator,https://unwsp.edu/student-life/student-services-center/military-veteran-services,https://unwsp.edu/admissions/financial-aid/student-consumer-info,https://unwsp.edu/student-life/academic-success,2,1,2,7,1,1,20,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,19,16,10,13,3,11,20,22,32,2,2,2,-2,-2,33460,1,378,-2,27123,Ramsey County,2704,-93.167822,45.033703,119,1,1,412,1,818,1279,515,894,2097,1409,1333,2173,3506
964,174507,Northwestern Health Sciences University, ,2501 W 84th St,Bloomington,MN,55431,27,4,Deborah Bushway,President and CEO,9528884777,410684657,76500040,1232800,1,www.nwhealth.edu/,www.nwhealth.edu/admissions,www.nwhealth.edu/financial-aid,www.nwhealth.edu/admissions/how-to-apply,https://nwhealth.studentaidcalculator.com/survey.aspx,www.nwhealth.edu/veterans-benefits, ,www.nwhealth.edu/student-affairs/disability-services,2,1,2,9,1,1,13,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,26,6,11,7,6,6,26,26,53,2,2,2,-2,-2,33460,1,378,-2,27053,Hennepin County,2703,-93.311222,44.850963,155,1,1,412,1,281,389,164,298,670,462,445,687,1132
965,174747,College of Saint Benedict,Saint Benedict,37 S. College Ave.,Saint Joseph,MN,56374,27,4,"Laurie Hamen, J.D.",Interim President,3203635011,410969244,192998565,234100,1,https://csbsju.edu/,https://csbsju.edu/admission/,https://csbsju.edu/admission/finaid/,https://csbsju.edu/admission/apply,https://csbsju.edu/admission/finaid/netpricecalculator/csbcalculator,https://www.csbsju.edu/admission/finaid/scholarships/yellowribbon, ,https://csbsju.edu/student-accessibility-services,2,1,2,5,1,2,30,1,2,2,2,2,22,1,A,-2,-2,-2,1,1,1,1,1,2,21,9,0,14,2,11,21,21,31,2,2,2,-2,-2,41060,1,378,-2,27145,Stearns County,2706,-94.319888,45.561792,130,1,1,412,1,0,1655,0,13,1655,13,0,1668,1668
966,174792,Saint Johns University,Saint John's,2850 Abbey Plaza,Collegeville,MN,56321,27,4,Dr. Eugene McAllister,Interim President,3203632011,453656132,78473293,237900,1,https://csbsju.edu/,https://csbsju.edu/admission/,https://csbsju.edu/admission/finaid/,https://csbsju.edu/admission/apply,https://csbsju.edu/admission/finaid/netpricecalculator/sjucalculator,csbsju.edu/admission/finaid/scholarships/yellowribbon, ,https://csbsju.edu/student-accessibility-services,2,1,2,7,1,1,20,1,2,2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,2,21,10,11,14,3,11,21,21,31,2,2,2,-2,-2,41060,1,378,-2,27145,Stearns County,2706,-94.393621,45.580075,131,1,1,412,1,1567,19,62,20,1586,82,1629,39,1668
967,174914,University of St Thomas,University of Saint Thomas,2115 Summit Ave,Saint Paul,MN,55105-1078,27,4,Julie H. Sullivan,President,6519625000,410693970,006208664|797294030|606870090,234500,1,www.stthomas.edu/,www.stthomas.edu/admissions/,https://www.stthomas.edu/admissions/undergraduate/financial-aid/index.html,www.stthomas.edu/fr/apply/,www.stthomas.edu/financialaid/undergraduate/resources/netpricecalculator/,www.stthomas.edu/student-life/resources/veterans/,https://www.stthomas.edu/athletics/index.html,www.stthomas.edu/enhancementprog/,2,1,2,9,1,1,11,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,17,16,18,14,4,13,17,17,16,2,3,2,-2,-2,33460,1,378,-2,27123,Ramsey County,2704,-93.188986,44.943439,102,1,1,412,1,3683,3523,1239,1347,7206,2586,4922,4870,9792
968,174978,Empire Beauty School-Bloomington, ,9749 Lyndale Ave S,Bloomington,MN,55420-4232,27,4,Franklin K. Schoeneman,Chairman/CEO,8009204593,208939053,69793826,1260603,1,www.empire.edu/,www.empire.edu/,www.empire.edu/,www.empire.edu/apply-now,www.empire.edu/net-price-calculator, , ,www.empire.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,EEG Inc.                                                                        ,301640,33460,1,378,-2,27053,Hennepin County,2703,-93.287367,44.82746,28,2,1,412,1,3,108,2,16,111,18,5,124,129
969,175005,St Catherine University,St. Kate's,2004 Randolph Ave,Saint Paul,MN,55105,27,4,ReBecca K. Roloff,President,6516906000,410695509,71763676,234200,1,https://www.stkate.edu/,https://www.stkate.edu/admission-and-aid,https://www.stkate.edu/admission-and-aid/apply-for-aid,https://www.stkate.edu/admission-and-aid/apply-for-aid,https://www.stkate.edu/admission-and-aid/net-price-calculator,www.stkate.edu/admission-and-aid/cfa/military-veteran-aid, ,https://www.stkate.edu/life/student-assistance/tutoring/disability-resources,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,17,16,11,9,5,13,18,18,21,2,2,2,-2,-2,33460,1,378,-2,27123,Ramsey County,2704,-93.183761,44.924926,103,1,1,412,1,87,2278,186,1726,2365,1912,273,4004,4277
970,175014,Rasmussen University-Minnesota, ,226 Park Avenue South,St. Cloud,MN,56301-3713,27,4,Ann Leja,Interim President,3202515600,200390754,140789459,869400,1,https://rasmussen.edu/,https://rasmussen.edu/,https://rasmussen.edu/,https://rasmussen.edu/,https://npc.collegeboard.org/app/rasmussen,https://www.rasmussen.edu/tuition/military-benefits/, ,https://www.rasmussen.edu/student-life/disability-services/,3,1,3,9,1,1,13,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,3,23,5,0,5,3,9,23,14,40,2,2,1,Rasmussen College LLC                                                           ,303910,41060,1,378,-2,27145,Stearns County,2706,-94.206254,45.548117,197,1,1,412,1,269,1553,293,1812,1822,2105,562,3365,3927
971,175120,Summit Academy Opportunities Industrialization Center, ,935 Olson Memorial Hwy,Minneapolis,MN,55405,27,4,Louis King,President,6123770150,410908458,10331668,2260500,1,www.saoic.org/,www.saoic.org/admissions-gettingstarted/,www.saoic.org/admissions-gettingstarted/financial-aid/,https://www.saoic.org/admissions-application/,www.saoic.org/net-price-calculator.html, , ,www.saoic.org/campus-life/support-services/#Accomadation-disability,8,3,2,1,1,2,0,2,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,33460,1,378,-2,27053,Hennepin County,2705,-93.292776,44.983569,212,2,1,412,1,167,90,0,0,257,0,167,90,257
972,175227,Dunwoody College of Technology, ,818 Dunwoody Blvd,Minneapolis,MN,55403-1192,27,4,Dr. Richard Wagner,President,6123745800,410693856,76482710,464100,1,www.dunwoody.edu/,www.dunwoody.edu/admission-aid/admissions/,www.dunwoody.edu/students/paying-for-college/,https://www.dunwoody.edu/admission-aid/apply/,https://dunwoody.studentaidcalculator.com/survey.aspx,www.dunwoody.edu/veterans/financial-aid/, ,https://catalog.dunwoody.edu/catalog-student-handbook/student-rights-responsibilities/accommodation-requests/,2,1,2,5,1,2,30,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,3,23,5,0,13,2,9,23,13,40,2,2,2,-2,-2,33460,1,378,-2,27053,Hennepin County,2705,-93.290608,44.97281,196,2,1,412,1,895,163,160,63,1058,223,1055,226,1281
973,175421,Belhaven University, ,1500 Peachtree St,Jackson,MS,39202,28,5,Roger Parrott,President,6019685940,640303069,79462198,239700,1,www.belhaven.edu/,www.belhaven.edu/admission.htm,www.belhaven.edu/financial_aid/Default.htm,www.belhaven.edu/apply/,www.belhaven.edu/financial_aid/calculator.htm,www.belhaven.edu/military/top-ten.asp,www.belhaven.edu/belhaven/student_right.htm,www.belhaven.edu/campus_life/student-development/ada.htm,2,1,2,9,1,1,12,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,18,16,7,5,5,10,18,19,32,2,2,2,-2,-2,27140,1,298,-2,28049,Hinds County,2803,-90.169228,32.318415,112,1,1,412,1,597,898,872,2632,1495,3504,1469,3530,4999
974,175430,Blue Mountain College, ,201 W Main St,Blue Mountain,MS,38610,28,5,Barbara C. McMillin,President,6626854771,640325640,73556680,239800,1,www.bmc.edu/,https://bmc.edu/admissions,https://bmc.edu/financial-aid,https://bmc.edu/apply-online,https://bmc.edu/NPCLC, ,www.bmcsports.com/,https://bmc.edu/academic-support-services,2,1,2,7,1,1,20,1,2,2,2,2,42,1,A,-2,-2,-2,1,1,1,1,1,2,22,16,9,13,3,8,22,22,32,2,1,2,-2,-2,-2,-2,-2,-2,28139,Tippah County,2801,-89.02924,34.67209,141,1,1,412,1,285,330,128,209,615,337,413,539,952
975,175519,Coahoma Community College, ,3240 Friars Point Rd,Clarksdale,MS,38614,28,5,Dr. Valmadge Towner,President,6626272571,640437624,73528937,240100,1,www.coahomacc.edu/,www.coahomacc.edu/admissions-financial-aid/admissions/index,www.coahomacc.edu/admissions-financial-aid/financial-aid/index,https://myccc.coahomacc.edu/ICS/Admissions/Online_Application.jnz,www.coahomacc.edu/admissions-financial-aid/financial-aid/NetPriceCalculator/npcalc.htm,www.coahomacc.edu/admissions-financial-aid/admissions/general-admissions/veterans/index,www.coahomasports.com/,www.coahomacc.edu/disability-support-services/index,4,2,1,3,1,2,40,1,1,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,7,3,0,3,1,2,4,1,40,2,2,2,-2,-2,17260,2,-2,-2,28027,Coahoma County,2802,-90.568469,34.254417,83,2,1,412,1,493,757,99,263,1250,362,592,1020,1612
976,175573,Copiah-Lincoln Community College, ,1001 Co-Lin Lane,Wesson,MS,39191,28,5,Dr. Jane Hulon,President,6016435101,646000293,79459293,240200,1,www.colin.edu/,www.colin.edu/future-students/enrollment-services,www.colin.edu/students/financial-aid-and-scholarships,www.colin.edu/future-students/apply-now/,www.colin.edu/NetPriceCalculator/,www.colin.edu/students/student-services/veterans-services/,www.colin.edu/students/financial-aid-and-scholarships/consumer-information-2019-2020/,www.colin.edu/students/student-services/disability-services/,4,2,1,4,1,2,40,1,2,-2,2,2,42,1,A,-2,-2,-2,1,1,1,1,1,4,1,2,0,3,1,3,4,2,40,2,2,2,-2,-2,27140,1,298,-2,28029,Copiah County,2802,-90.400234,31.69272,64,1,1,412,1,764,1161,333,649,1925,982,1097,1810,2907
977,175616,Delta State University, ,1003 W Sunflower Road,Cleveland,MS,38733,28,5,"William ""Bill"" LaForge",President,6628463000,646026565,63942676,240300,1,www.deltastate.edu/,www.deltastate.edu/academic-affairs/admissions/,www.deltastate.edu/student-life/financial-aid/,www.deltastate.edu/academic-affairs/admissions/,npcalc.deltastate.edu/,www.deltastate.edu/academic-affairs/registrars-office/veteran-students/,www.deltastate.edu/PDFFiles/irp/heoa/2012-13-Student-Athlete-Graduation-Rates.pdf,www.deltastate.edu/student-life/campus-counseling-center/disability-services/,1,1,1,9,1,1,11,1,2,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,18,16,18,11,4,10,18,18,21,2,2,1,Mississippi Institutions of Higher Learning                                     ,128010,17380,2,185,-2,28011,Bolivar County,2802,-90.735365,33.744745,110,1,1,412,1,783,1138,387,691,1921,1078,1170,1829,2999
978,176017,University of Mississippi,Ole Miss,"Oxford, Mississippi",University,MS,38677-1848,28,5,Dr. Glenn Boyce,Chancellor,6629157211,646001159,67713560,244000,1,www.olemiss.edu/,admissions.olemiss.edu/,finaid.olemiss.edu/,www.olemiss.edu/applynow,https://finaid.olemiss.edu/calculator/,vms.olemiss.edu/faq,www.olemiss.edu/info/disclosures/,sds.olemiss.edu/,1,1,1,9,1,1,11,1,2,1,1,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,15,16,14,15,4,16,15,16,15,2,5,1,Mississippi Institutions of Higher Learning                                     ,128010,37060,2,-2,-2,28071,Lafayette County,2801,-89.537434,34.365529,95,1,1,412,1,7562,10661,1160,1631,18223,2791,8722,12292,21014
979,176035,Mississippi University for Women,MUW,1100 College Street,Columbus,MS,39701,28,5,Nora Miller,President,6623294750,646000826,67136762,242200,1,https://www.muw.edu/,https://www.muw.edu/admissions,https://www.muw.edu/finaid,https://www.muw.edu/admissions/apply,https://www.muw.edu/finaid/freshmancalculator,https://www.muw.edu/veterans,https://www.muw.edu/disclosures/right-to-know,https://www.muw.edu/ssc/disability,1,1,1,9,1,1,13,1,2,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,19,19,8,13,3,10,20,20,22,2,2,1,Mississippi Institutions of Higher Learning                                     ,128010,18060,2,200,-2,28087,Lowndes County,2801,-88.418601,33.493305,118,1,1,412,1,362,1638,170,534,2000,704,532,2172,2704
980,176044,Mississippi Valley State University, ,14000 Highway 82 West,Itta Bena,MS,38941-1400,28,5,Dr. Jerryl Briggs,President,6622549041,646001395,783538654,242400,1,www.mvsu.edu/,https://www.mvsu.edu/prospective-students/admissions,www.mvsu.edu/prospective-students/financial-aid-programs,www.mvsu.edu/prospective_students/admissions/intent_to_enroll.php,www.collegeraptor.com/Shopping/School/Mississippi-Valley-State-University-MS-176044,https://www.mvsu.edu/academics/registrar/veterans, ,www.mvsu.edu/prospective-students/admissions/types-of-students/students-with-disabilities,1,1,1,7,1,1,20,1,1,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,20,16,8,11,4,11,20,19,32,2,2,1,Mississippi Institutions of Higher Learning                                     ,128010,24900,2,-2,-2,28083,Leflore County,2802,-90.341274,33.514142,124,2,1,412,1,537,797,238,460,1334,698,775,1257,2032
981,176080,Mississippi State University, ,Lee Boulevard,Mississippi State,MS,39762,28,5,Dr. Mark Keenum,President,6623252323,646000819,75461814,242300,1,https://www.msstate.edu/,https://www.admissions.msstate.edu/,https://www.sfa.msstate.edu/,https://www.msstate.edu/future-students/apply,https://npc.collegeboard.org/app/msu/start, ,https://eligibilitycenter.org/,www.sss.msstate.edu/,1,1,1,9,1,1,11,1,2,2,1,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,15,17,14,13,4,16,16,15,15,1,5,1,Mississippi Institutions of Higher Learning                                     ,128010,44260,2,-2,-2,28105,Oktibbeha County,2803,-88.790139,33.454852,95,1,1,412,1,9311,9767,2006,1902,19078,3908,11317,11669,22986
982,176178,Northwest Mississippi Community College,NWCC,4975 Hwy 51 N,Senatobia,MS,38668-1714,28,5,Michael J. Heindl,President,6625623200,646001616,73522492,242700,1,www.northwestms.edu/,www.northwestms.edu/admissions,www.northwestms.edu/financial-aid,www.northwestms.edu/admissions/apply-online,www.northwestms.edu/uploaded/Financial_Aid/npc/index.html?1593186769895, , ,www.northwestms.edu/l/current-students/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,4,4,2,0,3,1,4,4,3,40,2,3,2,-2,-2,32820,1,368,-2,28137,Tate County,2801,-89.969525,34.625532,73,1,1,412,1,1649,2542,1035,1866,4191,2901,2684,4408,7092
983,176239,Pearl River Community College, ,101 Hwy 11 N,Poplarville,MS,39470,28,5,Adam Breerwood,President,6014031000,646000960,94910171,243000,1,www.prcc.edu/,www.prcc.edu/admissions,www.prcc.edu/finaid,www.prcc.edu/admissions/new-student,www.prcc.edu/npcalc/npcalc.htm, ,www.prcc.edu/consumer-information,www.prcc.edu/academics/disability-support-services,4,2,1,3,1,2,40,1,2,-2,2,2,43,1,A,-2,-2,-2,1,1,1,1,1,4,5,2,0,3,1,3,4,2,40,2,3,2,-2,-2,38100,2,406,-2,28109,Pearl River County,2804,-89.543052,30.844322,76,2,1,412,1,1354,2445,414,852,3799,1266,1768,3297,5065
984,176318,Rust College, ,150 Rust Avenue,Holly Springs,MS,38635,28,5,Ivy R. Taylor,President,6.62253E+13,604303805,73056202,243300,1,www.rustcollege.edu/,www.rustcollege.edu/administration/enrollment-services/index.html,www.rustcollege.edu/administration/financial-aid/index.html,rustcollege.typeform.com/to/Gy7V5Q,www.rustcollege.edu/administration/financial-aid/npcalc.htm, , ,www.rustcollege.edu/,2,1,2,5,1,2,30,1,1,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,21,12,0,14,2,8,22,21,32,2,1,2,-2,-2,32820,1,368,-2,28093,Marshall County,2801,-89.446999,34.776862,133,1,1,412,1,18,40,212,353,58,565,230,393,623
985,176372,University of Southern Mississippi, ,118 College Drive # 0001,Hattiesburg,MS,39406-0001,28,5,Dr. Rodney D. Bennett,President,6012661000,646000818,623335775,244100,1,https://www.usm.edu/,https://www.usm.edu/admissions,https://www.usm.edu/financial-aid,https://apps.usm.edu/admissions/ugapp/,https://www.usm.edu/financial-aid/net-price-calculator,https://www.usm.edu/military-veterans,https://southernmiss.com/sports/2018/6/21/_compliance_reports_html.aspx,https://www.usm.edu/oda,1,1,1,9,1,1,12,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,15,17,15,13,4,16,16,16,15,2,4,1,Mississippi Institutions of Higher Learning                                     ,128010,25620,1,279,-2,28035,Forrest County,2804,-89.331236,31.32661,95,1,1,412,1,3830,7300,1368,2108,11130,3476,5198,9408,14606
986,176479,William Carey University, ,710 William Carey Parkway,Hattiesburg,MS,39401,28,5,Tommy King,President Chief Executive Offi,6013186051,640329300,71942130,244700,1,www.wmcarey.edu/,www.wmcarey.edu/,www.wmcarey.edu/,www.wmcarey.edu/,https://wmcarey.studentaidcalculator.com/survey.aspx,www.wmcarey.edu/,www.wmcarey.edu/,www.wmcarey.edu/,2,1,2,9,1,1,11,1,2,2,1,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,17,13,18,9,5,13,18,18,21,2,3,2,-2,-2,25620,1,279,-2,28035,Forrest County,2804,-89.291815,31.305264,103,1,1,412,1,1136,2337,604,1395,3473,1999,1740,3732,5472
987,176600,Aquinas Institute of Theology,"Aquinas Institute, A.I., A.I.T.",23 South Spring Avenue,Saint Louis,MO,63108-3323,29,4,"Mark Wedig, O.P.",President,3142568800,431233793, ,163200,1,www.ai.edu/,www.ai.edu/Admissions,www.ai.edu/Admissions/Financing-Your-Education/Financial-Aid-Forms,www.ai.edu/Admissions/Apply,www.ai.edu/portals/ai/CMAdmin/Files/Gainful Employment Disclosure for the web.pdf, , ,www.ai.edu/Students/New-Student-Orientation/Being-a-Student/SLU-provided-services,2,1,2,9,2,1,12,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,1,24,0,13,0,7,18,24,24,51,2,1,2,-2,-2,41180,1,476,-2,29510,St. Louis City,2901,-90.237795,38.634329,150,2,1,412,1,48,11,19,46,59,65,67,57,124
988,176664,Baptist Bible College, ,628 E Kearney,Springfield,MO,65803-3498,29,4,Mark Milioni,President,4172686000,440567840,73038028,1320800,1,www.gobbc.edu/,www.gobbc.edu/,www.gobbc.edu/,www.gobbc.edu/,gobbc.edu/,gobbc.edu/, ,gobbc.edu/,2,1,2,7,1,1,20,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,24,19,3,11,3,8,24,24,51,2,1,2,-2,-2,44180,1,-2,-2,29077,Greene County,2907,-93.284286,37.239696,146,2,1,412,1,108,81,22,11,189,33,130,92,222
