,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,preprocessed_name,centroid_x_epsg_102005,centroid_y_epsg_102005,centroid_long,centroid_lat,geometry,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,_merge
3172,163541,HAIR ACADEMY INC-NEW CARROLLTON,8435 OLD ANNAPOLIS RD,NEW CARROLLTON,MD,20784,NOT AVAILABLE,(301) 459-0913,3,A,409.0,PRINCE GEORGE'S,24033,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,www.HairAcademyMD.com,2017-10-18,IMAGERY/OTHER,2017-10-18,www.HairAcademyMD.com,379.0,30.0,NOT AVAILABLE,hairacademyincnewcarrollton,1637143.9703402608,167468.1655694776,-76.86919561581703,38.95620663618713,"POLYGON ((1637105.6065683 167474.9371422435, 1637173.160793296 167492.5590900304, 1637183.191192079 167461.2052058173, 1637113.009098201 167444.1040130856, 1637105.6065683 167474.9371422435))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3175,483124,ARIZONA STATE UNIVERSITY-SKYSONG,1475 N SCOTTSDALE RD,SCOTTSDALE,AZ,85257,NOT AVAILABLE,(855) 278-5080,1,A,40174.0,MARICOPA,04013,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://wikimapia.org/#lang=en&lat=33.464036&lon=-111.924296&z=18&m=b&show=/13148436/SkySong-ASU-s-Innovation-and-Techonology-Center,2018-03-01,IMAGERY/OTHER,2018-03-01,www.asu.edu/,38540.0,1634.0,NOT AVAILABLE,arizonastateuniversityskysong,-1471665.2042216733,-485509.53515278245,-111.92402066162998,33.463877090269456,"POLYGON ((-1471818.959851006 -485282.7487394976, -1471441.318110579 -485349.3612232084, -1471510.188208893 -485727.1334363272, -1471537.51236963 -485735.7136748762, -1471889.852363975 -485665.5239251716, -1471818.959851006 -485282.7487394976))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3177,484613,UNIVERSITY OF PHOENIX-ARIZONA,1625 WEST FOUNTAINHEAD PARKWAY,TEMPE,AZ,85282,NOT AVAILABLE,(866) 766-0766,3,A,104364.0,MARICOPA,04013,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.phoenix.edu,2018-03-01,IMAGERY/OTHER,2018-03-01,www.phoenix.edu,95777.0,8587.0,NOT AVAILABLE,universityphoenixarizona,-1476638.11538962,-491593.6410720732,-111.96533179119446,33.402059512907,"POLYGON ((-1476782.444251972 -491580.7789100726, -1476690.238694176 -491516.6855333009, -1476511.487784916 -491552.5863380837, -1476532.89996602 -491663.5057108942, -1476634.986321643 -491661.5321777078, -1476749.399063226 -491632.7206760712, -1476782.444251972 -491580.7789100726))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3178,484640,UNIVERSITY OF PHOENIX-COLORADO,10004 PARK MEADOWS DR,LONE TREE,CO,80124,NOT AVAILABLE,(866) 766-0766,3,A,159.0,DOUGLAS,08035,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.phoenix.edu/campus-locations/co/colorado-campus/colorado-campus.html,2017-11-14,IMAGERY/OTHER,2017-11-14,www.phoenix.edu,99.0,60.0,NOT AVAILABLE,universityphoenixcolorado,-757328.6791670846,98113.94524673872,-104.8734728585393,39.55165151353828,"POLYGON ((-757377.7387189638 98123.86169405268, -757337.7409121193 98169.32909378136, -757278.0013058969 98102.97896905878, -757322.7036233844 98059.56307618815, -757377.7387189638 98123.86169405268))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3179,484668,UNIVERSITY OF PHOENIX-FLORIDA,8325 S PARK CIRCLE,ORLANDO,FL,32819,NOT AVAILABLE,(866) 766-0766,3,A,392.0,ORANGE,12095,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.phoenix.edu,2018-03-02,IMAGERY/OTHER,2018-03-02,www.phoenix.edu,246.0,146.0,NOT AVAILABLE,universityphoenixflorida,1437166.038574364,-1055558.0945810329,-81.41956600926703,28.445617447099366,"POLYGON ((1437119.743207919 -1055500.254786641, 1437179.698899822 -1055487.382316836, 1437210.492942127 -1055619.178979269, 1437154.851228555 -1055629.219011715, 1437119.743207919 -1055500.254786641))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3180,484677,UNIVERSITY OF PHOENIX-GEORGIA,859 MOUNT VERNON HIGHWAY,ATLANTA,GA,30328,NOT AVAILABLE,(866) 766-0766,3,A,235.0,FULTON,13121,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.phoenix.edu/campus-locations/ga/atlanta-campus/atlanta-campus.html,2017-11-29,IMAGERY/OTHER,2017-11-29,www.phoenix.edu,143.0,92.0,NOT AVAILABLE,universityphoenixgeorgia,1072701.0838994768,-488405.4201211592,-84.34152406117441,33.98002509182424,"POLYGON ((1072649.821504672 -488403.5141151067, 1072682.958862345 -488351.3562222457, 1072752.840544723 -488409.4331623748, 1072719.299506117 -488458.4499050314, 1072649.821504672 -488403.5141151067))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3181,484710,UNIVERSITY OF PHOENIX-NEVADA,3755 BREAKTHROUGH WAY,LAS VEGAS,NV,89135,NOT AVAILABLE,(866) 766-0766,3,A,420.0,CLARK,32003,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.phoenix.edu,2018-04-18,IMAGERY/OTHER,2018-04-18,www.phoenix.edu,320.0,100.0,NOT AVAILABLE,universityphoenixnevada,-1719474.9443970858,-136671.54878291488,-115.32263700960438,36.12135108005356,"POLYGON ((-1719502.522315295 -136614.819684712, -1719426.265005957 -136618.7952525463, -1719401.271484887 -136628.9396183637, -1719394.911226208 -136637.0844665635, -1719395.566556526 -136646.7321095718, -1719411.735663439 -136669.1068013358, -1719471.014428923 -136750.4791909584, -1719558.31784573 -136685.8303598568, -1719502.522315295 -136614.819684712))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3182,484747,UNIVERSITY OF PHOENIX-TENNESSEE,616 MARRIOTT DR,NASHVILLE,TN,37214,NOT AVAILABLE,(866) 766-0766,3,A,123.0,DAVIDSON,47037,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.phoenix.edu/campus-locations/tn/nashville-campus/nashville-campus.html,2018-02-26,IMAGERY/OTHER,2018-02-26,www.phoenix.edu,62.0,61.0,NOT AVAILABLE,universityphoenixtennessee,832947.0304402219,-274372.7562574676,-86.69051786541354,36.144572446110026,"POLYGON ((832890.9807172851 -274392.4103223656, 832894.4095995708 -274342.1621590469, 833003.8120174751 -274355.3743586781, 833002.4991621107 -274401.1593661646, 832890.9807172851 -274392.4103223656))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3183,484765,UNIVERSITY OF PHOENIX-VIRGINIA,9750 W BROAD ST,GLEN ALLEN,VA,23060,NOT AVAILABLE,(866) 766-0766,3,A,185.0,HENRICO,51087,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.phoenix.edu,2017-10-16,IMAGERY/OTHER,2017-10-16,www.phoenix.edu,113.0,72.0,NOT AVAILABLE,universityphoenixvirginia,1607834.2666797577,12378.977046495134,-77.56345593024416,37.642543475733795,"POLYGON ((1607871.551021008 12406.36792917062, 1607856.47001498 12334.26352053946, 1607797.73959635 12350.26425338194, 1607811.578186707 12424.27055560642, 1607871.551021008 12406.36792917062))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3187,163347,FORTIS INSTITUTE-TOWSON,700 YORK RD,TOWSON,MD,21204,9840,(410) 337-5155,3,A,408.0,BALTIMORE,24005,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,www.fortis.edu,2017-10-18,IMAGERY/OTHER,2017-10-18,www.fortis.edu,359.0,49.0,NOT AVAILABLE,fortisinstitutetowson,1648951.0639404987,220770.96003855058,-76.60482485731568,39.40336651949523,"POLYGON ((1648901.983354172 220751.7841200821, 1648911.672501738 220802.5234030481, 1649002.808344226 220788.9585732502, 1648987.836116949 220739.5107150949, 1648901.983354172 220751.7841200821))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3189,475617,VIRGINIA COLLEGE-KNOXVILLE,5003 NORTH BROADWAY STREET,KNOXVILLE,TN,37918,2472,(865) 745-4500,3,M,-999.0,KNOX,47093,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.vc.edu/locations/map,2018-02-27,IMAGERY/OTHER,2018-02-27,www.vc.edu,-999.0,-999.0,NOT AVAILABLE,virginiacollegeknoxville,1080283.770270209,-258062.06060606992,-83.93063702727835,36.02989656512361,"POLYGON ((1080203.903154602 -258025.0229417092, 1080266.192717934 -257992.7602628488, 1080312.504772236 -258020.1564172819, 1080346.274427393 -258016.4602657249, 1080367.339692544 -258077.581116674, 1080336.303302847 -258092.1003069056, 1080263.809178822 -258149.6934525133, 1080203.903154602 -258025.0229417092))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3190,163736,BRIGHTWOOD COLLEGE-BALTIMORE,1520 SOUTH CATON AVE,BALTIMORE,MD,21227,1063,(410) 951-6641,3,M,-999.0,BALTIMORE (CITY),24510,USA,611210,JUNIOR COLLEGES,www.brightwood.edu,2017-10-18,IMAGERY/OTHER,2017-10-18,www.brightwood.edu,-999.0,-999.0,NOT AVAILABLE,brightwoodcollegebaltimore,1647155.5086603202,204240.714797064,-76.66591623852628,39.26122603333041,"POLYGON ((1647072.663697009 204306.845406777, 1647143.469804073 204344.7816728857, 1647235.52479306 204182.0612138077, 1647172.022861408 204130.5641233916, 1647072.663697009 204306.845406777))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3193,382957,FORTIS COLLEGE-RICHMOND,"2000 WESTMORELAND STREET, SUITE A",RICHMOND,VA,23230,NOT AVAILABLE,(804) 323-1020,3,A,496.0,HENRICO,51087,USA,611210,JUNIOR COLLEGES,www.fortis.edu,2017-10-13,IMAGERY/OTHER,2017-10-13,www.fortis.edu,425.0,71.0,NOT AVAILABLE,fortiscollegerichmond,1615694.7082420562,7073.388143690782,-77.48795302103514,37.58147059299097,"POLYGON ((1615547.788708376 7162.155645634606, 1615703.876862575 7242.40634285603, 1615815.784986626 7159.744201521052, 1615814.952009106 7127.48697426601, 1615828.225841924 7081.146605987474, 1615841.613625546 7019.730604910113, 1615827.059194504 6974.268635493688, 1615783.741711667 6887.026452862256, 1615520.15212466 7042.281766649206, 1615547.788708376 7162.155645634606))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3194,438647,ALTIERUS CAREER COLLEGE-CHESAPEAKE,825 GREENBRIER CIRCLE SUITE 100,CHESAPEAKE,VA,23320,2639,(757) 361-3900,2,D,-999.0,CHESAPEAKE (CITY),51550,USA,611210,JUNIOR COLLEGES,www.everest.edu/campus/chesapeake,2017-10-13,IMAGERY/OTHER,2017-10-13,https://www.altierus.org/campus/chesapeake,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegechesapeake,1742740.1113056855,-55662.43543241022,-76.22960818577359,36.79008621317223,"POLYGON ((1742647.777487991 -55649.74893423815, 1742714.602607637 -55583.1189588321, 1742833.36682756 -55706.62199570992, 1742795.897696272 -55747.32008380181, 1742763.866068299 -55710.97754507412, 1742725.21409013 -55657.84185539839, 1742681.790797218 -55692.14460110369, 1742647.777487991 -55649.74893423815))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3195,480329,ALTIERUS CAREER COLLEGE-WOODBRIDGE,14555 POTOMAC MILLS RD,WOODBRIDGE,VA,22192,6808,(571) 408-2100,2,D,-999.0,PRINCE WILLIAM,51153,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,www.everest.edu/campus/woodbridge?,2017-10-16,IMAGERY/OTHER,2017-10-16,https://www.altierus.org/campus/woodbridge,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegewoodbridge,1608411.458819681,124941.15841151812,-77.29596713102107,38.6346293729884,"POLYGON ((1608366.649831774 124946.6337680754, 1608421.871840792 124983.4032510188, 1608456.462014741 124934.480996541, 1608400.216977236 124899.6136122796, 1608366.649831774 124946.6337680754))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3196,246266,BRIGHTWOOD COLLEGE-EL PASO,"8360 BURNHAM ROAD, SUITE 100",EL PASO,TX,79907,NOT AVAILABLE,(915) 595-1935,3,M,-999.0,EL PASO,48141,USA,611210,JUNIOR COLLEGES,www.brightwood.edu,2018-02-23,IMAGERY/OTHER,2018-02-23,www.brightwood.edu,-999.0,-999.0,NOT AVAILABLE,brightwoodcollegeelpaso,-978964.2558734682,-750235.6751743227,-106.3282659895398,31.737810521645123,"POLYGON ((-979000.2941769921 -750140.9287805277, -978866.5474089978 -750231.0209003642, -978956.31375178 -750348.2723120662, -979055.5994237527 -750195.1821209874, -979000.2941769921 -750140.9287805277))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3198,434973,UNIVERSITY OF PHOENIX-MARYLAND,8830 STANFORD BLVD,COLUMBIA,MD,21045,5423,(866) 766-0766,3,M,5.0,HOWARD,24027,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.phoenix.edu/campus-locations/md/maryland-campus/maryland-campus.html,2017-10-19,IMAGERY/OTHER,2017-10-19,www.phoenix.edu,1.0,4.0,NOT AVAILABLE,universityphoenixmaryland,1636207.075443459,193808.27907496254,-76.81603193089089,39.190013250873356,"POLYGON ((1636178.129864897 193874.8697415954, 1636239.14595292 193841.7057129433, 1636253.044968621 193788.3530549289, 1636214.448326446 193740.000164297, 1636184.777756392 193760.0025599786, 1636164.840134533 193841.6440413102, 1636178.129864897 193874.8697415954))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3199,372958,REMINGTON COLLEGE-HONOLULU CAMPUS,1111 BISHOP ST STE 400,HONOLULU,HI,96813,2811,(808) 791-9205,2,A,188.0,HONOLULU,15003,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools/,2017-12-07,IMAGERY/OTHER,2017-12-07,www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools,131.0,57.0,NOT AVAILABLE,remingtoncollegehonolulucampus,-6160628.684273489,211977.59601848328,-157.85977851044217,21.309487509573245,"POLYGON ((-6160678.561809863 211989.4267126961, -6160658.080217759 211992.1861807761, -6160653.885815245 211986.776440935, -6160630.301316463 211987.0585184023, -6160616.639607309 211988.9073409006, -6160585.953726197 211988.2042184001, -6160586.160404894 211966.717080713, -6160613.911493002 211961.6721609886, -6160627.487326807 211964.829204193, -6160643.682032753 211976.2089528461, -6160660.78531245 211971.3137453611, -6160667.675821066 211958.1893990724, -6160678.561809863 211989.4267126961))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3200,482565,DEVRY UNIVERSITY-NORTH CAROLINA,"2015 AYRSLEY TOWN BLVD., STE. 109",CHARLOTTE,NC,28273,NOT AVAILABLE,(704) 697-1020,3,A,170.0,MECKLENBURG,37119,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.devry.edu/universities/north-carolina/charlotte-campus.html,2017-10-31,IMAGERY/OTHER,2017-10-31,https://www.devry.edu,118.0,52.0,NOT AVAILABLE,devryuniversitynorthcarolina,1362762.8662793261,-315820.905454865,-80.93198762842707,35.13758090408058,"POLYGON ((1362726.110605126 -315760.6517663229, 1362814.008005127 -315790.9584463008, 1362795.759192223 -315855.0206107284, 1362749.270311957 -315891.6755351372, 1362730.695487668 -315886.7434858709, 1362747.014250705 -315818.9889048611, 1362713.06342686 -315808.5916105699, 1362726.110605126 -315760.6517663229))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3201,484729,UNIVERSITY OF PHOENIX-NORTH CAROLINA,3800 ARCO CORPORATE DR,CHARLOTTE,NC,28273,NOT AVAILABLE,(866) 766-0766,3,A,105.0,MECKLENBURG,37119,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.phoenix.edu/campus-locations/nc/charlotte-campus.html,2017-10-31,IMAGERY/OTHER,2017-10-31,www.phoenix.edu,72.0,33.0,NOT AVAILABLE,universityphoenixnorthcarolina,1360942.476210031,-314462.70323253056,-80.949296303472,35.15235360893806,"POLYGON ((1360889.454400422 -314435.7910160658, 1360986.795676145 -314424.9330345574, 1360998.377978189 -314487.9023924785, 1360895.922714843 -314500.9500683027, 1360889.454400422 -314435.7910160658))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3202,480815,VIRGINIA COLLEGE-GREENSBORO,3740 SOUTH HOLDEN ROAD,GREENSBORO,NC,27406,NOT AVAILABLE,(336) 398-5400,3,M,-999.0,GUILFORD,37081,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.vc.edu/locations/greensboro/,2017-10-24,IMAGERY/OTHER,2017-10-24,www.vc.edu,-999.0,-999.0,NOT AVAILABLE,virginiacollegegreensboro,1443450.9517591575,-203743.17421896307,-79.84032802956267,36.009097150452874,"POLYGON ((1443387.059487278 -203662.5501152596, 1443475.530884435 -203647.5140782787, 1443503.272779532 -203762.4422123694, 1443503.820298962 -203780.046816191, 1443503.954542963 -203788.0694742808, 1443503.849353691 -203834.758999366, 1443425.901080833 -203835.8409696965, 1443387.059487278 -203662.5501152596))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3203,364955,BRIGHTWOOD COLLEGE-SAN ANTONIO-SAN PEDRO,"7142 SAN PEDRO AVENUE, SUITE 100",SAN ANTONIO,TX,78216,1899,(210) 733-0777,3,M,-999.0,BEXAR,48029,USA,611210,JUNIOR COLLEGES,https://www.brightwood.edu/locations/north-san-antonio-tx/?utm_source=google&utm_medium=organic&utm_content=SPD&utm_campaign=local,2018-02-23,IMAGERY/OTHER,2018-02-23,www.brightwood.edu,-999.0,-999.0,NOT AVAILABLE,brightwoodcollegesanantoniosanpedro,-243902.58868798148,-1049057.7158567193,-98.49695507359219,29.51279255074864,"POLYGON ((-243942.5309159592 -1048968.638017725, -243858.1169923824 -1048968.574837511, -243862.2924228061 -1049146.558617706, -243947.4051033587 -1049146.602554827, -243942.5309159592 -1048968.638017725))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3204,450058,FORTIS COLLEGE-COLUMBUS,4151 EXECUTIVE PARKWAY STE 120,WESTERVILLE,OH,43081,NOT AVAILABLE,(614) 882-2551,3,A,1011.0,FRANKLIN,39049,USA,611210,JUNIOR COLLEGES,https://www.fortis.edu/campuses/ohio.aspx,2018-09-21,IMAGERY/OTHER,2018-09-21,www.fortiscollege.edu,896.0,115.0,NOT AVAILABLE,fortiscollegecolumbus,1107543.890784669,199911.3273779392,-82.89980902438991,40.08294241933873,"POLYGON ((1107436.470070081 199980.5623011778, 1107674.453459479 199965.3284772968, 1107668.166937715 199867.7810225084, 1107637.302945148 199861.1810973781, 1107527.820281952 199845.3462878024, 1107424.492287716 199840.5474506969, 1107436.470070081 199980.5623011778))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3205,126359,BEL-REA INSTITUTE OF ANIMAL TECHNOLOGY,1681 S DAYTON ST,DENVER,CO,80247,NOT AVAILABLE,(303) 751-8700,3,A,325.0,ARAPAHOE,08005,USA,611210,JUNIOR COLLEGES,www.bel-rea.com,2017-10-30,IMAGERY/OTHER,2017-10-30,www.bel-rea.com,275.0,50.0,NOT AVAILABLE,belreainstituteanimaltechnology,-756084.2346314321,112997.60648344933,-104.87590154777894,39.6861604520816,"POLYGON ((-756136.0591251731 112956.5089968403, -756126.875408562 113046.3943160264, -756032.867303233 113039.8710216665, -756041.8511669284 112947.8426014803, -756136.0591251731 112956.5089968403))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3206,460923,VIRGINIA COLLEGE-RICHMOND,7200 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23225,5502,(804) 977-5100,3,M,-999.0,CHESTERFIELD,51041,USA,611210,JUNIOR COLLEGES,https://www.vc.edu/locations/richmond/?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=richmond,2017-10-16,IMAGERY/OTHER,2019-02-18,www.vc.edu,-999.0,-999.0,NOT AVAILABLE,virginiacollegerichmond,1613876.8809902228,-2165.614253078477,-77.52936098529435,37.50323000989099,"POLYGON ((1613921.741472688 -2197.512393851953, 1613869.958321375 -2222.164197635882, 1613832.700136791 -2134.376389184033, 1613882.417300103 -2107.992103100168, 1613921.741472688 -2197.512393851953))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3207,181242,PURDUE UNIVERSITY GLOBAL-LINCOLN,1821 K STREET,LINCOLN,NE,68508,NOT AVAILABLE,(402) 474-5315,1,A,308.0,LANCASTER,31109,USA,611210,JUNIOR COLLEGES,www.kaplanuniversity.edu/lincoln-nebraska.aspx,2018-02-16,IMAGERY/OTHER,2018-02-16,www.kaplanuniversity.edu/lincoln-nebraska.aspx,288.0,20.0,NOT AVAILABLE,purdueuniversitygloballincoln,-58279.28058441096,201066.1956990653,-96.69420681645514,40.808871904980684,"POLYGON ((-58351.1389357279 201097.6971414948, -58208.53298620447 201094.2340434462, -58208.39763204704 201033.191800847, -58351.57987654768 201039.8301922533, -58351.1389357279 201097.6971414948))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3208,432241,UNIVERSITY OF PHOENIX-OREGON,"TRIANGLE CORPORATE PARK, 13221 SW 68TH PKWY",TIGARD,OR,97223,8328,NOT AVAILABLE,3,D,-999.0,WASHINGTON,41067,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.phoenix.edu,2018-03-02,IMAGERY/OTHER,2018-03-02,www.phoenix.edu,-999.0,-999.0,NOT AVAILABLE,universityphoenixoregon,-2065064.296690564,1018544.0824247773,-122.74529126446623,45.424128614254904,"POLYGON ((-2065066.637767049 1018592.695569335, -2065029.7929616 1018581.570373087, -2065059.759382752 1018495.866424689, -2065100.084179585 1018509.00927782, -2065066.637767049 1018592.695569335))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3209,442134,PIMA MEDICAL INSTITUTE-COLORADO SPRINGS,3770 CITADEL DRIVE NORTH,COLORADO SPRINGS,CO,80909,NOT AVAILABLE,(719) 482-7462,3,A,460.0,EL PASO,08041,USA,611210,JUNIOR COLLEGES,pmi.edu,2017-11-14,IMAGERY/OTHER,2019-04-16,pmi.edu,397.0,63.0,NOT AVAILABLE,pimamedicalinstitutecoloradosprings,-759698.9286308216,27214.229467380712,-104.82098200860749,38.91396594167092,"POLYGON ((-759728.8212947648 27260.946061484, -759645.4179152166 27235.38650392735, -759672.4459970004 27166.68361273286, -759750.3341564137 27192.81794763987, -759728.8212947648 27260.946061484))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
