,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,preprocessed_name,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,x_centroid,y_centroid,centroid_geom,geometry
10,AL,5733.00,102429.00,Bevill State Community College,"Public, 2 Year",0.0,0.0,0.0, ,No,,,,,,,,Jasper,-87.266406,33.836929,44,19.04%,0.13%,0.34%,15.46%,1.90%,0.02%,1.19%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bevill state community college,102429,BEVILL STATE COMMUNITY COLLEGE,1411 INDIANA AVENUE,JASPER,AL,35501,NOT AVAILABLE,(205) 387-0511,1,A,4417,WALKER,01127,USA,611210,JUNIOR COLLEGES,http://www.bscc.edu/about/at-a-glance/locations,2018-03-07,IMAGERY/OTHER,2019-02-19,www.bscc.edu,3745,672,NOT AVAILABLE,-9714409.722950026,4006931.1607463527,"-9714409.722950026, 4006931.1607463527","POLYGON ((-9714289.337237781 4006840.269308374, -9714285.364133837 4006743.167643923, -9714423.631624324 4006742.689338387, -9714425.823059818 4006834.651416718, -9714558.547730215 4006834.654767165, -9714558.720609386 4006813.004219278, -9714706.126539512 4006809.655926502, -9714702.550734829 4007012.471306939, -9714480.84583509 4007012.471306939, -9714483.627041247 4007111.010217021, -9714299.667575208 4007109.575254386, -9714291.858512931 4007033.629037935, -9714086.046362931 4007020.235480709, -9714165.373299986 4006846.009293077, -9714289.337237781 4006840.269308374))"
11,AL,1012.00,100937.00,Birmingham Southern College,"Private, 4 Year",0.0,1.0,0.0, ,Yes,,,,,,,,Birmingham,-86.850552,33.513774,22,20.97%,0.53%,5.40%,12.08%,1.82%,0.00%,1.14%, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,birmingham southern college,100937,BIRMINGHAM SOUTHERN COLLEGE,900 ARKADELPHIA ROAD,BIRMINGHAM,AL,35254,NOT AVAILABLE,(205) 226-4600,2,A,1635,JEFFERSON,01073,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.bsc.edu/about/map.html,2018-03-05,IMAGERY/OTHER,2018-03-05,www.bsc.edu/,1268,367,NOT AVAILABLE,-9668680.144210592,3963929.041017866,"-9668680.144210592, 3963929.041017866","POLYGON ((-9668145.648565462 3964302.421081753, -9668120.219965499 3963982.170752299, -9668086.315276867 3963776.300219485, -9668058.767710399 3963672.095592059, -9668012.148777446 3963572.974940671, -9668012.148777446 3963443.356951674, -9668355.433819406 3963450.981491145, -9668446.552607479 3963471.313710028, -9668503.766818244 3963501.811971935, -9668717.790116522 3963511.978121633, -9669027.17046985 3963466.230585197, -9669135.2416579 3963499.270402526, -9669126.765457911 3963837.298567765, -9669300.527056718 3963816.965704711, -9669389.526878294 3963867.797795929, -9669395.88400045 3964025.378646883, -9669156.432102209 3964353.255309385, -9668703.312460147 3964508.511828764, -9668666.565673595 3964366.180276637, -9668601.707153402 3964376.420091171, -9668474.100173954 3964340.546664739, -9668355.433819406 3964289.712493036, -9668145.648565462 3964302.421081753))"
12,AL,1030.00,102030.00,Bishop State Community College,"Public, 2 Year",1.0,1.0,0.0,HBCU,No,,,,,,https://allinchallenge.org/wp-content/uploads/Bishop-State-Community-College-ALL-IN-Challenge-Action-Plan-2020.pdf,,Mobile,-88.056982,30.693972,54,69.10%,1.12%,2.27%,62.17%,2.11%,0.11%,1.33%, ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bishop state community college,102030,BISHOP STATE COMMUNITY COLLEGE,351 NORTH BROAD STREET,MOBILE,AL,36603,5898,(251) 405-7000,1,A,3132,MOBILE,01097,USA,611210,JUNIOR COLLEGES,http://www.bishop.edu/wp-content/uploads/2000/01/www.bishop.edu_pdfs_maps_BSCC_MainCampus.pdf,2018-03-06,IMAGERY/OTHER,2018-03-06,www.bishop.edu,2860,272,NOT AVAILABLE,-9802485.708221208,3593148.3547338066,"-9802485.708221208, 3593148.3547338066","POLYGON ((-9802188.859372033 3593365.083802843, -9802433.608853523 3592989.278841542, -9802434.668281114 3592986.814544121, -9802449.501603266 3592930.136873132, -9802433.608853523 3592888.244728568, -9802474.930203227 3592875.923475383, -9802563.929913478 3592906.726566391, -9802573.465652373 3592882.084165182, -9802585.18893059 3592846.497841386, -9802574.256577356 3592841.730342953, -9802591.338441903 3592788.493789047, -9802624.818780631 3592802.796099415, -9802596.895844843 3592891.415305267, -9802650.810768539 3592912.887141918, -9802604.191835586 3593057.046175522, -9802747.808004966 3593116.656857207, -9802686.996727493 3593291.468744805, -9802564.192516156 3593241.052570895, -9802532.144302674 3593326.886616366, -9802405.451144924 3593274.26654351, -9802347.40971902 3593431.320119473, -9802188.859372033 3593365.083802843))"
13,AL,1007.00,100760.00,Central Alabama Community College,"Public, 2 Year",0.0,0.0,0.0, ,No,,,,,,,,Alexander City,-85.945266,32.92478,44,27.47%,0.37%,0.37%,24.45%,1.49%,0.00%,0.79%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,central alabama community college,100760,CENTRAL ALABAMA COMMUNITY COLLEGE,1675 CHEROKEE RD,ALEXANDER CITY,AL,35010,NOT AVAILABLE,(256) 234-6346,1,A,1937,TALLAPOOSA,01123,USA,611210,JUNIOR COLLEGES,www.cacc.edu,2018-03-05,IMAGERY/OTHER,2018-03-05,www.cacc.edu,1681,256,10784175,-9567431.704485515,3885434.4055367047,"-9567431.704485515, 3885434.4055367047","POLYGON ((-9567449.992264053 3884879.097675845, -9567744.53929523 3884856.377913181, -9567712.75357311 3884969.977298991, -9567670.372795809 3885348.649816438, -9567642.825229341 3885651.596708454, -9567619.515707208 3885992.421129195, -9567549.587363437 3885987.371854414, -9567428.801819744 3885979.797879987, -9567146.969144206 3885881.336524795, -9567153.326266365 3885835.893162295, -9567149.088110713 3885712.18694588, -9567155.445344195 3885497.597753034, -9567142.730988555 3885394.091291957, -9567199.945199318 3885144.165088979, -9567278.349743076 3885005.31946894, -9567420.325731074 3884964.928331534, -9567449.992264053 3884879.097675845))"
14,AL,12182.00,101028.00,Chattahoochee Valley Community College,"Public, 2 Year",0.0,0.0,0.0,PBI,No,,,,,,,,Phenix City,-85.031485,32.42391,55,52.48%,0.30%,1.29%,41.78%,5.84%,0.15%,3.12%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,chattahoochee valley community college,101028,CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,2602 COLLEGE DRIVE,PHENIX CITY,AL,36869,NOT AVAILABLE,(334) 291-4900,1,A,1765,RUSSELL,01113,USA,611210,JUNIOR COLLEGES,http://www.cv.edu/about/campus-map/,2018-03-05,IMAGERY/OTHER,2018-03-05,www.cv.edu,1568,197,NOT AVAILABLE,-9465494.785609612,3819171.9734515417,"-9465494.785609612, 3819171.9734515417","POLYGON ((-9465855.231033364 3819232.945635535, -9465756.929689106 3819250.563430442, -9465650.743362669 3819248.008242569, -9465587.172029747 3819254.284444365, -9465582.933985412 3819305.748500815, -9465499.231747087 3819339.639666839, -9465458.144613588 3819325.876899779, -9465435.660414157 3819273.112673973, -9465104.030188927 3819323.321695729, -9465071.267526954 3819331.185263758, -9465071.949024878 3819221.379722791, -9465114.859571634 3819163.012258534, -9465168.661060773 3819146.335949292, -9465269.315587748 3819111.190108364, -9465693.358356176 3819011.446513584, -9465868.179493899 3818968.142463918, -9465852.052416626 3819050.940487653, -9465835.100127969 3819104.914113953, -9465827.683466896 3819160.143215833, -9465855.231033364 3819232.945635535))"
15,AL,41215.00,101161.00,Columbia Southern University,,0.0,1.0,0.0, ,No,,,,,,,,Orange Beach,-87.653162,30.329288,28,36.86%,1.01%,3.00%,21.93%,7.73%,0.21%,2.99%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , ,columbia southern university,450933,COLUMBIA SOUTHERN UNIVERSITY,21982 UNIVERSITY LANE,ORANGE BEACH,AL,36561,9000,(251) 981-1278,3,A,22123,BALDWIN,01003,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.columbiasouthern.edu,2018-03-07,IMAGERY/OTHER,2019-04-05,www.columbiasouthern.edu,21104,1019,NOT AVAILABLE,-9757354.66303271,3545959.126806414,"-9757354.66303271, 3545959.126806414","POLYGON ((-9757544.26152429 3546038.433486294, -9757173.561497372 3546040.735115005, -9757162.4364501 3545877.3209056, -9757543.466925764 3545881.463681562, -9757544.26152429 3546038.433486294))"
16,AL,,101073.00,Concordia College Alabama,"Private, 4 Year",0.0,0.0,0.0, ,No,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,concordia college alabama,101073,CONCORDIA COLLEGE ALABAMA,1712 BROAD STREET,SELMA,AL,36701,NOT AVAILABLE,NOT AVAILABLE,2,D,-999,DALLAS,01047,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.ccal.edu/maps/,2018-03-05,IMAGERY/OTHER,2018-03-05,www.ccal.edu/,-999,-999,NOT AVAILABLE,-9687145.409006802,3819212.9481331133,"-9687145.409006802, 3819212.9481331133","POLYGON ((-9687501.458165251 3819434.502131833, -9687031.825278606 3819444.857831103, -9687030.235970236 3819411.907874191, -9686884.81664774 3819410.966365295, -9686643.245782994 3819434.502131833, -9686642.451073151 3819156.783713444, -9686764.031215372 3819157.725070343, -9686763.501668552 3819128.555042157, -9686821.245426135 3819125.717263158, -9686821.245426135 3819067.350400166, -9686872.825423514 3819064.554441298, -9686873.691711795 3819190.674455038, -9687027.057464818 3819186.908753704, -9687024.647620477 3819056.324690978, -9687164.530356772 3819049.463712694, -9687234.887169261 3818926.78098938, -9687240.021224182 3818871.540706416, -9687497.118820181 3818862.766703922, -9687501.458165251 3819434.502131833))"
17,AL,1015.00,101143.00,Enterprise State Community College,"Public, 2 Year",0.0,0.0,0.0, ,No,,,,,,,,Enterprise,-85.836956,31.297496,42,30.96%,0.81%,1.38%,20.76%,5.08%,0.41%,2.52%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,enterprise state community college,101143,ENTERPRISE STATE COMMUNITY COLLEGE,600 PLAZA DRIVE,ENTERPRISE,AL,36330,1300,(334) 347-2623,1,A,1908,COFFEE,01031,USA,611210,JUNIOR COLLEGES,https://www.escc.edu/wp-content/uploads/2016/11/Enterprise.jpg,2018-03-05,IMAGERY/OTHER,2018-03-05,www.escc.edu,1705,203,10812387,-9555388.266783962,3671515.7347652763,"-9555388.266783962, 3671515.7347652763","POLYGON ((-9555358.012875495 3671813.442636437, -9555282.522008093 3671653.484232667, -9555155.37945356 3671707.423428178, -9555108.958669299 3671727.559784563, -9554996.451176899 3671441.449494204, -9554998.040485274 3671400.531059098, -9555017.111851754 3671360.542542525, -9555149.816929922 3671157.812482047, -9555215.772169745 3671083.416898622, -9555580.512485079 3671352.172942207, -9555547.932164429 3671523.287034086, -9555584.691307446 3671532.281955921, -9555857.047577368 3671591.175380604, -9555861.020792637 3671813.442636437, -9555358.012875495 3671813.442636437))"
18,AL,1003.00,101189.00,Faulkner University,"Private, 4 Year",0.0,0.0,0.0,PBI,No,,,,,,,,Montgomery,-86.21641,32.384181,49,48.79%,0.41%,0.53%,43.93%,1.93%,0.27%,1.72%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,faulkner university,101189,FAULKNER UNIVERSITY,5345 ATLANTA HWY,MONTGOMERY,AL,36109,3390,(334) 272-5820,2,A,3675,MONTGOMERY,01101,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.faulkner.edu/map,2018-03-05,IMAGERY/OTHER,2018-03-05,www.faulkner.edu,3178,497,NOT AVAILABLE,-9597638.135133894,3813961.9723958136,"-9597638.135133894, 3813961.9723958136","POLYGON ((-9597691.24962686 3814479.341814967, -9597626.08909688 3814493.143668097, -9597467.470399726 3814588.502602885, -9597407.872282065 3814517.924451992, -9597353.262279466 3814469.931421795, -9597332.601604618 3814411.58725559, -9597333.661143532 3814192.015217281, -9597337.369418407 3813975.583673848, -9597336.839648953 3813916.61472262, -9597331.05704668 3813580.057610998, -9598080.668471426 3813569.079692701, -9598084.332107188 3813864.546495861, -9598048.308340732 3813892.148924787, -9597978.689576466 3813994.090080685, -9597929.686736617 3814064.665126746, -9597904.213497542 3814080.348541771, -9597810.975520322 3814089.758627058, -9597724.094776576 3814101.050765589, -9597673.237799289 3814128.653610904, -9597678.535382537 3814242.830031801, -9597617.612896891 3814253.494958789, -9597622.380710687 3814308.701551997, -9597663.702060385 3814293.01783621, -9597677.475843621 3814304.310167494, -9597691.24962686 3814479.341814967))"
19,AL,1017.00,101240.00,Gadsden State Community College,"Public, 2 Year",0.0,0.0,0.0,HBCU,No,,,,,,,,Gadsden,-85.991438,33.994001,49,26.73%,0.54%,0.69%,19.40%,3.65%,0.10%,2.34%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,gadsden state community college,101240,GADSDEN STATE COMMUNITY COLLEGE,1001 GEORGE WALLACE DR,GADSDEN,AL,35903,NOT AVAILABLE,(256) 549-8200,1,A,5373,ETOWAH,01055,USA,611210,JUNIOR COLLEGES,http://www.gadsdenstate.edu/campus-information,2018-03-05,IMAGERY/OTHER,2018-03-06,www.gadsdenstate.edu,4736,637,10812401,-9572785.02451477,4027367.1844971883,"-9572785.02451477, 4027367.1844971883","MULTIPOLYGON (((-9572566.41584189 4026603.908406303, -9572966.914983293 4026601.35282933, -9573251.926275574 4026679.296976383, -9573279.473842042 4027118.860386979, -9573035.783899466 4027644.058712167, -9572755.010762844 4028137.332699074, -9572687.20138558 4028307.299876585, -9572533.570692174 4028355.862392464, -9572480.594637061 4028366.086141696, -9572388.416310068 4028170.559180342, -9572269.749844203 4028008.261578898, -9572629.987174815 4027362.92761324, -9572588.665825108 4027347.593408422, -9572499.671346877 4027262.028805754, -9572420.207152888 4027130.41189247, -9572488.016530151 4026987.29627606, -9572541.252850233 4026785.23111474, -9572538.868275417 4026652.463672134, -9572566.41584189 4026603.908406303)), ((-9572461.694257313 4028369.230890017, -9572460.574383242 4028366.61946388, -9572463.752888661 4028367.897450024, -9572461.694257313 4028369.230890017)))"
20,AL,1019.00,101435.00,Huntingdon College,"Private, 4 Year",0.0,0.0,0.0, ,No,,,,,,,,Montgomery,-86.284366,32.351034,44,33.55%,0.80%,0.88%,21.62%,5.28%,0.24%,4.72%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,huntingdon college,101435,HUNTINGDON COLLEGE,1500 EAST FAIRVIEW AVENUE,MONTGOMERY,AL,36106,2148,(334) 833-4497,2,A,1330,MONTGOMERY,01101,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.huntingdon.edu/wp-content/uploads/HC_Campus_Map2014-.pdf,2018-03-05,IMAGERY/OTHER,2018-03-05,www.huntingdon.edu,1081,249,NOT AVAILABLE,-9605284.789596159,3809420.6276134774,"-9605284.789596159, 3809420.6276134774","POLYGON ((-9605588.942258185 3809295.109726102, -9605534.641723774 3809387.605175816, -9605508.153696215 3809453.449856165, -9605489.612099189 3809538.107742675, -9605488.287731208 3809616.49536694, -9605814.090603733 3809614.927519795, -9605819.388186984 3809835.983088581, -9605455.177641103 3809842.254331157, -9605456.502009088 3809619.630798293, -9604926.741235321 3809611.792089672, -9604913.497221539 3808923.567479918, -9605083.020664694 3809038.007505007, -9605182.350823689 3809081.902674674, -9605410.148016524 3809171.26102397, -9605588.942258185 3809295.109726102))"
21,AL,1020.00,101480.00,Jacksonville State University,"Public, 2 Year",0.0,2.0,0.0, ,No,,,,,,,,Jacksonville,-85.765321,33.822938,39,22.19%,0.73%,0.69%,19.83%,0.83%,0.12%,0.00%, , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , ,jacksonville state university,101480,JACKSONVILLE STATE UNIVERSITY,700 PELHAM ROAD NORTH,JACKSONVILLE,AL,36265,NOT AVAILABLE,(256) 782-5781,1,A,9624,CALHOUN,01015,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.jsu.edu/campusmap/,2018-03-06,IMAGERY/OTHER,2018-03-06,www.jsu.edu/,8479,1145,NOT AVAILABLE,-9547646.953678425,4005095.4313479634,"-9547646.953678425, 4005095.4313479634","POLYGON ((-9546732.036631981 4006080.422311263, -9546738.05734664 4005070.134792723, -9546883.741609517 4005014.33772571, -9547050.107363999 4004942.049675878, -9546926.988563774 4004575.459475373, -9546901.560075136 4004470.884542309, -9548497.199518591 4004458.131638875, -9548704.865806023 4004843.277375949, -9548694.270528212 4005427.397173719, -9548370.056964057 4005460.557717813, -9547293.583016548 4005432.498872103, -9547274.511650069 4005751.35430281, -9547191.868950659 4005748.803382347, -9547179.154706337 4006090.626157887, -9546732.036631981 4006080.422311263))"
22,AL,1022.00,101505.00,Jefferson State Community College,,0.0,0.0,0.0, ,No,,,,,,,,Birmingham,-86.707233,33.652535,29,30.81%,0.32%,1.79%,21.61%,3.89%,0.06%,3.14%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,jefferson state community college,101505,JEFFERSON STATE COMMUNITY COLLEGE,2601 CARSON RD,BIRMINGHAM,AL,35215,3098,(205) 853-1200,1,A,9908,JEFFERSON,01073,USA,611210,JUNIOR COLLEGES,http://www.jeffersonstate.edu/jefferson-campus-map/,2018-03-06,IMAGERY/OTHER,2019-02-15,www.jeffersonstate.edu/,9078,830,10812394,-9652152.779067032,3982690.457259442,"-9652152.779067032, 3982690.457259442","POLYGON ((-9651791.461277643 3983023.08850528, -9651886.288563238 3982986.810358262, -9651927.609801618 3982934.62111044, -9651952.508632127 3982862.702082481, -9651954.097940495 3982795.875021442, -9651951.978862666 3982653.948361248, -9651954.627598632 3982555.300841424, -9651952.508632127 3982472.564855229, -9651934.496693239 3982401.285149348, -9651922.312218376 3982340.188648152, -9651924.961065659 3982296.275637955, -9651915.955096211 3982080.531735037, -9652029.853636969 3981997.162882944, -9652133.157011228 3981929.704438662, -9652298.972179502 3981821.517215806, -9652479.62055861 3981678.329914078, -9652504.519389112 3981698.694162834, -9652543.721660992 3981731.786260925, -9652580.275085583 3981757.87819514, -9652634.310679611 3981819.608007974, -9652636.959526896 3981872.42873916, -9652606.763113145 3981903.612114953, -9652569.15014963 3981924.613304351, -9652523.590755599 3981946.887217463, -9652476.44205319 3981985.707599623, -9652460.549192123 3982030.255839129, -9652468.495622655 3982081.168152035, -9652478.561019694 3982128.89885887, -9652516.174094519 3982147.991063294, -9652572.858424511 3982162.628481591, -9652615.769082585 3982178.538763233, -9652646.495265797 3982205.904557952, -9652656.560662836 3982234.54326867, -9652648.084462848 3982275.273904131, -9652633.780910157 3982307.094800849, -9652589.810824487 3982342.734240077, -9652535.77523046 3982387.920295429, -9652491.805033471 3982434.379267486, -9652465.034477051 3982494.245916296, -9652492.15825022 3982583.855499834, -9652551.491427489 3982636.807054755, -9652649.815035651 3982752.893756417, -9652427.739330685 3983076.720815342, -9652244.654056609 3982989.144115781, -9652197.187425736 3983056.354128211, -9652092.082902111 3983074.684211877, -9652027.663982581 3983084.867634031, -9651980.197463028 3983180.591948533, -9651924.254743487 3983327.234884883, -9651912.388085769 3983488.137085133, -9652020.883067125 3983651.07824046, -9651797.112077633 3983954.562299924, -9651706.169842267 3983855.606571693, -9651677.032967431 3983788.137232782, -9651665.378262023 3983721.304797199, -9651664.848492561 3983642.379447051, -9651661.669987142 3983317.136175383, -9651662.729414739 3983269.400673969, -9651661.669987142 3983207.026471528, -9651675.973428516 3983131.923498812, -9651718.884086588 3983069.550041528, -9651791.461277643 3983023.08850528))"
