query_id,placekey,error,pollingHours,latitude,longitude,startDate,endDate,sources,address.locationName,address.line1,address.city,address.state,address.zip,notes,address.line2,name,voterServices
437,@5s6-b9c-4gk,Invalid address,,41.7989002,-85.6238131,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WHITE PIGEON TOWNSHIP,16975 U.S. 12,White Pigeon,MI,49099,,,,
438,226@5s5-syn-b8v,,,42.0300111,-85.0011582,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - GIRARD TOWNSHIP,1009 Marshall Road,Coldwater,MI,49036,,,,
439,223@5s6-fjv-yy9,,,42.0372031,-85.5823872,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - PARK TOWNSHIP,52383 Hutchinson Road,Three Rivers,MI,49093,,,,
440,22m@5s5-tr4-j9z,,,42.0665041,-85.1346238,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - UNION TOWNSHIP,191 North Broadway Street,Union City,MI,49094,,,,
441,@5s6-j88-3nq,Invalid address,,42.2015299,-86.253331,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WATERVLIET CHARTER TOWNSHIP,4959 Michigan 140,Watervliet,MI,49098,,,,
442,222@5s6-d7n-35z,,,41.7995904,-86.2356825,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - NILES CHARTER TOWNSHIP,320 Bell Road,Niles,MI,49120,,,,
443,@5s6-d4f-zcq,Invalid address,,41.9872245,-86.2976944,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - PIPESTONE TOWNSHIP,Elm Street,Eau Claire,MI,49111,,,,
444,@5s6-ckx-h5z,Invalid address,,41.798606,-86.5023353,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - GALIEN TOWNSHIP,305 Kiley Drive,Galien,MI,49113,,,,
445,@5s5-w6m-zxq,Invalid address,,42.2235595,-84.3266017,,,"[{'name': 'Voting Information Project', 'official': True}]",5TH ST. FIRE STATION,5TH ST,Michigan Center,MI,49254,,915 FIFTH ST,,
446,224@5s5-y2m-cyv,,,42.246938,-84.4213288,,,"[{'name': 'Voting Information Project', 'official': True}]",1ST PRESBY CHURCH,743 West Michigan Avenue,Jackson,MI,49201,,,,
447,222@5s5-x58-3nq,,,41.8632678,-84.0435879,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MADISON CHARTER TOWNSHIP,3804 South Adrian Highway,Adrian,MI,49221,,,,
448,@5s5-y8s-psq,Invalid address,,42.2033852,-84.7528153,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - ALBION TOWNSHIP,28051 F-Drive South,Albion,MI,49224,,,,
449,223@5s5-t5f-gkz,,,41.9332297,-84.776455,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - ALLEN TOWNSHIP,8433 Watkins Road,Allen,MI,49227,,,,
450,222@5s5-wxx-ks5,,,41.8941566,-83.7797837,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - DEERFIELD TOWNSHIP,468 Carey Street,Deerfield,MI,49238,,,,
451,223@5s5-xfb-p35,,,41.98659,-83.8310375,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - RIDGEWAY TOWNSHIP,103 West Chicago Boulevard,Britton,MI,49229,,,,
452,zzw-222@5s5-rk5-35z,,,42.1081609,-84.2585398,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - COLUMBIA TOWNSHIP,8500 Jefferson Road,Brooklyn,MI,49230,,,,
453,222@5s5-vnk-2tv,,,41.7438781,-84.6155436,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WOODBRIDGE TOWNSHIP,12580 Frontier Road,Camden,MI,49232,,,,
454,222@5s5-vnj-xt9,,,41.7317838,-84.6090006,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - AMBOY TOWNSHIP,13391 Frontier Road,Camden,MI,49232,,,,
455,@5s5-w68-q2k,Invalid address,,42.166628,-84.262003,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - NAPOLEON TOWNSHIP,6755 Brooklyn Road,Napoleon,MI,49261,,,,
456,222@5s5-r74-hyv,,,41.875016,-84.178454,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - DOVER TOWNSHIP,7732 Cadmus Road,Clayton,MI,49235,,,,
457,222@5s5-qzy-sbk,,,41.933098,-84.3889104,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WHEATLAND TOWNSHIP,2359 Wheatland Road,Pittsford,MI,49271,,,,
458,222@5s5-tns-7dv,,,42.0142761,-84.729536,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - LITCHFIELD TOWNSHIP,6011 West Sterling Road,Jonesville,MI,49250,,,,
459,222@5s5-vqv-789,,,41.7896293,-84.8241953,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CALIFORNIA TOWNSHIP,898 Kelley Road,Montgomery,MI,49255,,,,
460,zzw-222@5s5-shh-4vz,,,41.7189557,-84.2171044,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MORENCI CITY,118 Orchard Street,Morenci,MI,49256,,,,
461,222@5s5-skg-gtv,,,41.75625,-84.131684,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - SENECA TOWNSHIP,5732 West Ridgeville Road,Sand Creek,MI,49256,,,,
462,222@5s3-jzc-g49,,,44.047502,-85.8928239,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - PEACOCK TOWNSHIP,4480 West 4 Mile Road,Irons,MI,49644,,,,
463,222@5s7-93q-8n5,,,43.7417322,-86.0188438,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - TROY TOWNSHIP,10350 North Dickinson Avenue,Walkerville,MI,49459,,,,
464,@5s7-94d-bff,Invalid address,,43.7483591,-85.8587849,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - LILLEY TOWNSHIP,10767 N,Bitely,MI,49309,,Prospect Avenue,,
465,222@5s6-pzk-n3q,,,43.5280801,-85.0450636,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - ROLLAND TOWNSHIP,10014 West Blanchard Road,Blanchard,MI,49310,,,,
466,222@5s6-psk-yjv,,,43.3570372,-85.4028606,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MAPLE VALLEY TOWNSHIP,4662 North Bailey Road,Coral,MI,49322,,,,
467,222@5s5-kpc-vs5,,,42.5519507,-85.73217,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WATSON TOWNSHIP,1895 118th Avenue,Allegan,MI,49010,,,,
468,222@5s5-j9v-rff,,,42.6380525,-85.8280058,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MONTEREY TOWNSHIP,2888 130th Avenue,Allegan,MI,49010,,,,
469,222@5s7-bhk-m6k,,,43.473965,-85.637265,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - BIG PRAIRIE TOWNSHIP,5160 South Croton Hardy Drive,Newaygo,MI,49337,,,,
470,222@5s6-ntd-jn5,,,43.7567645,-85.5969606,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - BARTON TOWNSHIP,8230 East 14 Mile Road,Paris,MI,49338,,,,
471,@5s7-bd7-st9,Invalid address,,43.5865075,-85.7717307,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WILCOX TOWNSHIP,1795 North Evergreen Drive,White Cloud,MI,49349,,,,
472,222-222@5s7-9g6-bzf,,,44.0725835,-85.9791554,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - SAUBLE TOWNSHIP,8906 West 6 Mile Road,Irons,MI,49644,,,,
473,@5s5-pbj-tsq,Invalid address,,43.0365279,-85.8265299,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WRIGHT TOWNSHIP,CLERK,Marne,MI,49435,,1656 Jackson Street,,
474,222@5s6-79w-gzf,,,42.59333,-86.1137977,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CLYDE TOWNSHIP,1679 56TH ST,Fennville,MI,49408,,,,
475,@5s3-mzb-k75,Invalid address,,44.1181699,-86.280111,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - GRANT TOWNSHIP,8969 N,Free Soil,MI,49411,,U.S. 31,,
476,222@5s7-b6t-2ff,,,43.530415,-85.974721,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - DAYTON TOWNSHIP,1284 South Green Avenue,Fremont,MI,49412,,,,
477,222@5s7-64j-h3q,,,43.086103,-86.069477,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CROCKERY TOWNSHIP,17431 112th Avenue,Nunica,MI,49448,,,,
478,223-222@5s7-6fb-5zz,,,43.0449769,-86.2286135,,,"[{'name': 'Voting Information Project', 'official': True}]",2ND CHRSTN REF CHRC,2021 Sheldon Road,Grand Haven,MI,49417,,,,
479,222@5s7-6cr-m49,,,43.0100596,-86.2041752,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - GRAND HAVEN TOWNSHIP,13300 168th Avenue,Grand Haven,MI,49417,,,,
480,222@5s7-9pj-v4v,,,43.9519289,-86.3093944,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - AMBER TOWNSHIP,193 S. GORDON RD,Scottville,MI,49454,,171 South Amber Road,,
481,222@5s7-5zx-z9f,,,43.201752,-86.2444687,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MUSKEGON HEIGHTS CITY,2724 Peck Street,Muskegon Heights,MI,49444,,,,
482,zzw-223@5s5-phm-n3q,,,42.985641,-85.653379,,,"[{'name': 'Voting Information Project', 'official': True}]",4TH REFORMED CHURCH,1226 Union Avenue Northeast,Grand Rapids,MI,49503,BACK ENTRANCE (NEW CITY NEIGHBORS),,,
483,@5sg-zvd-gc5,Invalid address,,44.9756107,-84.9714154,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CHESTONIA TOWNSHIP,CLERK,Alba,MI,49611,,3955 2nd Street,,
484,224@5s3-n4p-ffz,,Sun Nov 1: 7 am-11 am,44.4234698,-86.1458819,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - BEAR LAKE TOWNSHIP,7771 Lake Street,Bear Lake,MI,49614,,,,
485,222@5s3-k9s-tsq,,,44.2867493,-85.5189919,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - SELMA TOWNSHIP,3577 South 31 Road,Cadillac,MI,49601,,,,
486,@5s3-px4-yd9,Invalid address,,44.3532611,-85.5165667,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - COLFAX TOWNSHIP,3283 E 24 MILE RD,Cadillac,MI,49601,,,,
487,222@5s3-ptq-ghq,,,44.5419064,-85.607356,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MAYFIELD TOWNSHIP,1616 Hammer Road West,Kingsley,MI,49649,,,,
488,222@5s3-ps4-jqf,,,44.4825537,-85.6759805,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - HANOVER TOWNSHIP,4910 Squaw Trail,Buckley,MI,49620,,,,
489,@5s3-nvj-6hq,Invalid address,,44.9217583,-85.8720112,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CLEVELAND TOWNSHIP,955 West Harbor Highway,Maple City,MI,49664,,,,
490,222@5s6-np5-c5z,,,43.8779707,-85.6420825,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CHASE TOWNSHIP,7679 South Frank Smith Road,Chase,MI,49623,,,,
491,@5s3-nt8-4d9,Invalid address,,44.8206342,-85.8752887,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - KASSON TOWNSHIP,10988 South Newman Road,Maple City,MI,49664,,,,
492,@5s6-snw-7bk,Invalid address,,44.0301184,-85.2706694,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - HARTWICK TOWNSHIP,9173 Sunrise Lake Road,Evart,MI,49631,,,,
493,22b@5s3-mkf-hkf,,,44.2218051,-86.2995849,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - FILER TOWNSHIP,2505 Filer City Road,Manistee,MI,49660,,,,
494,222@5s3-kc9-4n5,,,44.2719231,-85.8208266,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - SLAGLE TOWNSHIP,4627 South 1 Road,Harrietta,MI,49638,,,,
495,222@5sg-zq8-brk,,,44.6724137,-85.0537931,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - OLIVER TOWNSHIP,2796 Sigma Road Southeast,Kalkaska,MI,49646,,,,
496,@5s3-p54-9mk,Invalid address,,44.9304806,-85.3642404,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MILTON TOWNSHIP,CLERK,Kewadin,MI,49648,,7023 Cherry Avenue,,
497,222@5s3-q2c-n5z,,,44.6059531,-85.3527057,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - UNION TOWNSHIP,5489 Fife Lake Road,Fife Lake,MI,49633,,,,
498,222@5s6-nxw-mc5,,,44.0376392,-85.4784029,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - LE ROY TOWNSHIP,19731 West Leroy Road,Le Roy,MI,49655,,,,
499,@5s6-p6k-rc5,Invalid address,,43.9867593,-85.6807171,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - ELLSWORTH TOWNSHIP,210 North State Road,Luther,MI,49656,,,,
500,223@5s3-jqv-8gk,,,44.1041075,-85.5836869,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - DOVER TOWNSHIP,8092 North Raymond Road,Tustin,MI,49688,,,,
501,@5sh-237-qmk,Invalid address,,44.9020002,-85.0792799,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MANCELONA TOWNSHIP,9610 S,Mancelona,MI,49659,,Michigan 88,,
502,222@5s3-py4-qxq,,,44.4395818,-85.406731,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - LIBERTY TOWNSHIP,7580 East 12 Road,Manton,MI,49663,,,,
503,222@5s3-pxc-6hq,,,44.4227166,-85.398243,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CEDAR CREEK TOWNSHIP,5836 North 43 Road,Manton,MI,49663,,,,
504,222@5s6-spr-kfz,,,44.0555324,-85.1273666,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MIDDLE BRANCH TOWNSHIP,16692 North 20th Avenue,Marion,MI,49665,,,,
505,@5s6-sb4-ygk,Invalid address,,44.1045385,-85.1439509,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MARION TOWNSHIP,315 N CARLAND ST,Marion,MI,49665,,,,
506,@5s3-k6b-9j9,Invalid address,,44.4069169,-85.6999388,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - SPRINGVILLE TOWNSHIP,4785 N,Mesick,MI,49668,,Michigan 37,,
507,222@5s3-htk-3t9,,,44.4827551,-85.7156966,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WEXFORD TOWNSHIP,6941 West 6 Road,Mesick,MI,49668,,,,
508,222@5s6-snj-bkz,,,43.9652935,-85.1956602,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - SYLVAN TOWNSHIP,5595 East Sylvan Road,Evart,MI,49631,,,,
509,222@5sg-zqw-hqz,,,44.6536884,-85.1371605,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - ORANGE TOWNSHIP,4096 Saunders Road Southeast,Kalkaska,MI,49646,,,,
510,@5s3-nwy-fs5,Invalid address,,44.7245602,-85.6503081,,,"[{'name': 'Voting Information Project', 'official': True}]",1ST CHRISTIAN CHURCH,3686 West South Airport Road,Traverse City,MI,49684,,,,
511,@5s4-t8c-835,Invalid address,,45.758741,-84.7040685,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MACKINAW TOWNSHIP,10595 Wallick Road,Mackinaw City,MI,49701,,,,
512,@5sj-4sv-m49,Invalid address,,45.7825155,-84.7343446,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WAWATAM TOWNSHIP,123 West Etherington Street,Mackinaw City,MI,49701,,,,
513,@5sj-4sv-m49,Invalid address,,45.7825155,-84.7343446,,,"[{'name': 'Voting Information Project', 'official': True}]",ADDITIONAL REGISTRATION LOCATION - WAWATAM TOWNSHIP,123 West Etherington Street,Mackinaw City,MI,49701,,,,
514,zzw-222@5sg-fqv-4sq,,,45.0511434,-83.4514434,,,"[{'name': 'Voting Information Project', 'official': True}]",1ST UNITED METHODIST,167 South Ripley Boulevard,Alpena,MI,49707,,,,
515,222@5sg-fym-y9z,,,45.0044985,-83.6317551,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - WILSON TOWNSHIP,8303 NAPPER RD,Alpena,MI,49707,,,,
516,@5sh-3ww-rrk,Invalid address,,45.1214732,-83.8922426,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MONTMORENCY TOWNSHIP,HOME OFFICE 19400,Hillman,MI,49746,,County Road 451,,
517,222@5sf-28z-vzz,,,46.4317492,-84.7394289,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - BAY MILLS TOWNSHIP,5030 South Ranger Road,Brimley,MI,49715,,,,
518,222@5s4-svy-zj9,,,45.493047,-84.684104,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - BURT TOWNSHIP,9662 Brutus Road,Brutus,MI,49716,,,,
519,222@5s4-t6k-9vf,,,45.6947402,-84.7834541,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CARP LAKE TOWNSHIP,6339 East Gill Road,Carp Lake,MI,49718,,,,
520,222-222@5s4-pbm-b49,,,45.3345508,-85.2299425,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CHARLEVOIX TOWNSHIP,12491 Waller Road,Charlevoix,MI,49720,,,,
521,222@5sf-2gb-kxq,,,46.3594368,-84.4511655,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - DAFTER TOWNSHIP,4171 West 10 Mile Road,Dafter,MI,49724,,,,
522,222@5sf-4d8-6kz,,,46.3419722,-84.9687287,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CHIPPEWA TOWNSHIP,11159 South Strongs Road,Eckerman,MI,49728,,,,
523,222@5sg-ztp-4jv,,,44.9738129,-84.9680848,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - STAR TOWNSHIP,4081 Cinder Hill Road,Elmira,MI,49730,,,,
524,222@5sh-225-gx5,,,44.9351711,-84.7779471,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - HAYES TOWNSHIP,6724 Hayes Tower Road,Gaylord,MI,49735,,,,
525,222@5s4-sxv-t9z,,,45.544166,-85.093808,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - FRIENDSHIP TOWNSHIP,8774 Kawegoma Road,Harbor Springs,MI,49740,,,,
526,222@5sh-3f9-5mk,,,44.9725312,-83.9698392,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - RUST TOWNSHIP,8364 Klein Road,Hillman,MI,49746,,,,
527,222@5sh-3g8-3wk,,,45.0388128,-83.7782095,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - GREEN TOWNSHIP,2650 Calcut Road,Lachine,MI,49753,,,,
528,@5sh-5cg-75z,Invalid address,,44.984925,-84.4562728,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CHARLTON TOWNSHIP,10900 Michigan 32,Johannesburg,MI,49751,,,,
529,@5sh-5d9-xbk,Invalid address,,44.9830258,-84.5222523,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - CHESTER TOWNSHIP,7259 Michigan 32,Johannesburg,MI,49751,,,,
530,@5sh-3y2-f2k,Invalid address,,45.1197467,-83.7225263,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - LONG RAPIDS TOWNSHIP,5310 Michigan 65,Lachine,MI,49753,,,,
531,222@5s4-s93-789,,,45.9989977,-84.8358433,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - BREVORT TOWNSHIP,2148W Charles Moran Road,Moran,MI,49760,,,,
532,222@5sf-43w-vmk,,,46.1568296,-85.3224326,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - HUDSON TOWNSHIP,W9235 Hiawatha Trail,Naubinway,MI,49762,,,,
533,222-222@5s4-t4d-rtv,,,45.3452545,-84.9964208,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - RESORT TOWNSHIP,2232 Resort Pike Road,Petoskey,MI,49770,,,,
534,@5sf-62f-6kz,Invalid address,,46.3668689,-84.3639295,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MARQUETTE TOWNSHIP,7338 N,Pickford Township,MI,49774,,Michigan 129,,
535,227@5s4-xwy-ffz,,,45.8057597,-88.0689934,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - KINGSFORD CITY,305 South Carpenter Avenue,Kingsford,MI,49802,,,,
536,@5s4-ddg-cdv,Invalid address,,45.9149099,-86.4782285,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - INWOOD TOWNSHIP,1191S,Cooks,MI,49817,,County Road 442,,
537,222@5s3-gb7-kvf,,,45.8316216,-87.185859,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - ESCANABA TOWNSHIP,7893 County 416 J Road,Gladstone,MI,49837,,,,
538,222@5s4-gbx-zs5,,,45.9779096,-87.0685759,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - BALDWIN TOWNSHIP,5901 Perkins 30.5 Road,Perkins,MI,49872,,,,
539,@5s3-9s9-psq,Invalid address,,45.4636963,-87.6036105,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - DAGGETT TOWNSHIP,CLERK,Stephenson,MI,49887,,W4028 County Road 358,,
540,@5s4-jbr-wff,Invalid address,,46.2524308,-85.927227,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - GERMFASK TOWNSHIP, 8093 PINE STREET P.O. B0X 87,Germfask,MI,49836,,,,
541,@5s4-tzq-tqf,Invalid address,,46.0554485,-85.9967578,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - DOYLE TOWNSHIP,2521 W Quarry Road,Gulliver,MI,49840,,,,
542,@5s4-tzm-g8v,Invalid address,,46.0568624,-85.950769,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MUELLER TOWNSHIP,1502 W Quarry Road,Gulliver,MI,49840,,,,
543,222@5s5-2p8-52k,,,46.4423554,-87.7275207,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - TILDEN TOWNSHIP,3145 County Road PG,Ishpeming,MI,49849,,,,
544,@5s4-j3j-kzz,Invalid address,,46.3103899,-85.708235,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - LAKEFIELD TOWNSHIP,CLERK,McMillan,MI,49853,,24514 County Road 438,,
545,223-223@5s4-d5g-v2k,,,45.9641404,-86.2439163,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MANISTIQUE CITY,300 North Maple Street,Manistique,MI,49854,,,,
546,@5s4-dmz-g6k,Invalid address,,46.0578245,-86.0717646,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MANISTIQUE TOWNSHIP,5683 River Road,Manistique,MI,49854,,,,
547,@5s5-35g-jgk,Invalid address,,46.5274011,-87.5431815,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - NEGAUNEE TOWNSHIP,42 Michigan 35,Negaunee,MI,49866,,,,
548,@5sf-3xt-gzf,Invalid address,,46.3109306,-85.540184,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - PENTLAND TOWNSHIP,15474 Michigan 28,Newberry,MI,49868,,,,
549,222@5s4-gbg-gzf,,,45.9297248,-86.9671271,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MASONVILLE TOWNSHIP,10574 North Main Street,Rapid River,MI,49878,,,,
550,@5s3-dg3-pvz,Invalid address,,45.8574539,-86.8275107,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - ENSIGN TOWNSHIP,9543 COUNTY 511,Rapid River,MI,49878,,22nd Road,,
551,@5s3-g8n-6tv,Invalid address,,46.0187826,-87.2574196,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - EWING TOWNSHIP,W. MAPLE RIDGE ROAD 12986 CAMP NINE,Rock,MI,49880,,75 RD,,
552,222@5s3-9xy-w8v,,,45.3098843,-87.506651,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - INGALLSTON TOWNSHIP,W3701 County Road 338,Wallace,MI,49893,,,,
553,222@5s9-b6j-9vf,,,46.491386,-90.156224,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - IRONWOOD TOWNSHIP,N10892 Lake Road,Ironwood Township,MI,49938,,,,
554,22r@5sj-wsf-k4v,,,47.4680853,-87.8887827,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - GRANT TOWNSHIP,230 Gratiot Street,Copper Harbor,MI,49918,,,,
555,@5s9-82s-v2k,Invalid address,,46.5358341,-89.2816835,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - MCMILLAN TOWNSHIP,200 South Cedar Street,Ewen,MI,49925,,,,
556,223@5sk-hc3-skf,,"Sat Oct 31: 12am-11:59pm
Sun Nov 1: 12am-11:59pm
Mon, Nov 2: 12am - 11:59pm
Tue, Nov 3: 12am - 8pm",46.7638371,-89.0817393,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - GREENLAND TOWNSHIP,1502 Mass Avenue,Mass City,MI,49948,,,,
557,226@5sj-y9b-rff,,,47.1901774,-88.4087804,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - SCHOOLCRAFT TOWNSHIP,226 Front Street,Lake Linden,MI,49945,,,,
558,@5sk-gm5-gff,Invalid address,,46.7158854,-88.9864795,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - BOHEMIA TOWNSHIP,572 Rousseau Road,Mass City,MI,49948,,,,
559,@5sk-mt4-fvf,Invalid address,,46.7629697,-88.6861333,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - LAIRD TOWNSHIP,CLERK,Pelkie,MI,49958,,14876 Michigan 38,,
560,@5s5-4rn-mp9,Invalid address,,46.5066141,-88.7190116,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - DUNCAN TOWNSHIP,13125 Michigan 28,Sidnaw,MI,49961,,,,
561,@5sk-mg8-4n5,Invalid address,,46.995747,-88.7742238,,,"[{'name': 'Voting Information Project', 'official': True}]",CLERK - ELM RIVER TOWNSHIP,36520 Michigan 26,Toivola,MI,49965,,,,
562,@5qw-8cp-kmk,Invalid address,,33.0672482,-95.2204706,,,"[{'name': 'Voting Information Project', 'official': True}]",GOOD HOPE FAMILY FELLOWSHIP CHURCH,6611 Farm to Market Road 115,Scroggins,TX,75480,,,,
563,@8fc-3cv-dd9,Invalid address,,32.2388136,-94.4545099,,,"[{'name': 'Voting Information Project', 'official': True}]",BECKVILLE COMMUNITY CENTER,225 S Washington Street,Beckville,TX,75631,,,,
564,@8fc-3st-z2k,Invalid address,,32.0985537,-94.4781862,,,"[{'name': 'Voting Information Project', 'official': True}]",CLAYTON COMMUNITY HOUSE,4580 Texas 315,Carthage,TX,75633,,,,
565,@8fc-3cj-sh5,Invalid address,,32.3112163,-94.4316156,,,"[{'name': 'Voting Information Project', 'official': True}]",MT. ZION BAPTIST CHURCH FELLOWSHIP HALL,5209 Farm to Market Road 959,Beckville,TX,75631,,,,
566,@8fc-44w-snq,Invalid address,,32.1608453,-94.3445489,,,"[{'name': 'Voting Information Project', 'official': True}]",CARTHAGE COMMUNITY HOUSE,200 Park Drive,Carthage,TX,75633,,,,
567,zzw-222@8fc-44x-h89,,,32.1518783,-94.3530502,,,"[{'name': 'Voting Information Project', 'official': True}]",CARTHAGE MISSIONARY BAPTIST CHURCH,916 West Sabine Street,Carthage,TX,75633,,,,
